WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,09-10-2020,09-13-2020,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B002-6,,EAN : 8902552050583,,BEST,09-10-2020,09-13-2020,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,09-10-2020,09-13-2020,84,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,09-10-2020,09-13-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B003-6,,EAN : 8902552050590,,BEST,09-10-2020,09-13-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B029-1,,EAN : 8902552048801,,BEST,09-10-2020,09-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B036-4,,EAN : 8902552051566,,BEST,09-10-2020,09-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,B037-7,,EAN : 8903540506273,,BEST,09-10-2020,09-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,PM002,,EAN : 8902552050170,,BEST,09-10-2020,09-13-2020,48,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,PM003,,EAN : 8902552050200,,BEST,09-10-2020,09-13-2020,64,CS,16,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,R002-5,,EAN : 8902552048856,,BEST,09-10-2020,09-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,R005-1,,EAN : 8902552050163,,BEST,09-10-2020,09-13-2020,8,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,R037-1,,EAN : 0677355114494,,BEST,09-10-2020,09-13-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,R072-1,,EAN : 8903540506150,,BEST,09-10-2020,09-13-2020,18,CS,18,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
CA,,,3,FBA15QXDF8QB,09-10-2020,,,,,,CHM,,,TR002,,EAN : 8902552050187,,BEST,09-10-2020,09-13-2020,13,CS,13,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15QXDF8QB.pdf
