WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15T41NCN4,11-05-2020,,,,,,CHM,,,B025-1,,EAN : 8902552048658,,BEST,11-05-2020,11-08-2020,15,CS,3,,"Amazon.com Services, Inc.",,500 Duke Dr,,Lebanon,TN,37090-8123,,,,,,,,Shipping labels in file package-FBA15T41NCN4.pdf
CA,,,3,FBA15T41NCN4,11-05-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,11-05-2020,11-08-2020,56,CS,14,,"Amazon.com Services, Inc.",,500 Duke Dr,,Lebanon,TN,37090-8123,,,,,,,,Shipping labels in file package-FBA15T41NCN4.pdf
CA,,,3,FBA15T41NCN4,11-05-2020,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,11-05-2020,11-08-2020,2,CS,1,,"Amazon.com Services, Inc.",,500 Duke Dr,,Lebanon,TN,37090-8123,,,,,,,,Shipping labels in file package-FBA15T41NCN4.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,11-05-2020,11-08-2020,24,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,B003-6,,EAN : 8902552050590,,BEST,11-05-2020,11-08-2020,60,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,B025-3,,EAN : 8902552050071,,BEST,11-05-2020,11-08-2020,24,CS,8,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,R002-1,,EAN : 8902552045992,,BEST,11-05-2020,11-08-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,R048-1,,EAN : 0677355186545,,BEST,11-05-2020,11-08-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,R075-2,,,,BEST,11-05-2020,11-08-2020,18,CS,18,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
CA,,,3,FBA15T41NCNS,11-05-2020,,,,,,CHM,,,TR001,,EAN : 8902552050118,,BEST,11-05-2020,11-08-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15T41NCNS.pdf
