WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15RQ4PHXQ,09-29-2020,,,,,,CHM,,,R003-1,,EAN : 8902552048863,,BEST,09-29-2020,10-02-2020,3,CS,1,,"Amazon.com Services, Inc.",,1610 Van Buren Road,,Easton,PA,18045-7807,,,,,,,,Shipping labels in file package-FBA15RQ4PHXQ.pdf
CA,,,3,FBA15RQ4PHXQ,09-29-2020,,,,,,CHM,,,R003-2,,EAN : 8902552048870,,BEST,09-29-2020,10-02-2020,1,CS,1,,"Amazon.com Services, Inc.",,1610 Van Buren Road,,Easton,PA,18045-7807,,,,,,,,Shipping labels in file package-FBA15RQ4PHXQ.pdf
CA,,,3,FBA15RQ4PHXQ,09-29-2020,,,,,,CHM,,,R025-1,,EAN : 8902552051009,,BEST,09-29-2020,10-02-2020,20,CS,20,,"Amazon.com Services, Inc.",,1610 Van Buren Road,,Easton,PA,18045-7807,,,,,,,,Shipping labels in file package-FBA15RQ4PHXQ.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B003-1,,EAN : 8902552045947,,BEST,09-29-2020,10-02-2020,24,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B003-2,,EAN : 8902552046890,,BEST,09-29-2020,10-02-2020,120,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B003-4,,EAN : 8902552046913,,BEST,09-29-2020,10-02-2020,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B003-5,,EAN : 8902552048115,,BEST,09-29-2020,10-02-2020,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B003-6,,EAN : 8902552050590,,BEST,09-29-2020,10-02-2020,36,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B027-2,,EAN : 8902552051238,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B036-4,,EAN : 8902552051566,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B036-5,,EAN : 8902552051771,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B037-6,,EAN : 8902552051801,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B037-7,,EAN : 8903540506273,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,B045-1,,EAN : 8902552054031,,BEST,09-29-2020,10-02-2020,24,CS,24,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,PM002,,EAN : 8902552050170,,BEST,09-29-2020,10-02-2020,72,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,PM003,,EAN : 8902552050200,,BEST,09-29-2020,10-02-2020,48,CS,16,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,PM006,,EAN : 8902552051337,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,R002-2,,EAN : 8902552048085,,BEST,09-29-2020,10-02-2020,40,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
CA,,,3,FBA15RQ62LTM,09-29-2020,,,,,,CHM,,,R002-4,,EAN : 8902552049136,,BEST,09-29-2020,10-02-2020,20,CS,20,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RQ62LTM.pdf
