WHSE,STORE/DC#,REC#,STAT,PICK#,PICK DATE,PICK REF#,INV#,INV DATE,INV REF#,BOL#,DIV,ACCT#,ORDER#,ITEM#,DESCRIPTION,UPC#,SKU,VIA,DELIVER,CANCEL,QTY,UOM,PACK,CTNS,SHIP TO NAME,SHIP TO ATTN,SHIP TO ADDRESS,SHIP TO ADDRESS-2,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP,BILL TO NAME,BILL TO ATTN,BILLTO ADDRESS,BILL TO ADDRESS-2,BILL TO CITY,BILL TO STATE,BILL TO ZIP,COMMENTS
CA,,,3,FBA15RJZVZCM,09-24-2020,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,09-24-2020,09-27-2020,8,CS,1,,MGE3,,808 Hog Mountain Road,,Jefferson,GA,30549-2010,,,,,,,,Shipping labels in file package-FBA15RJZVZCM.pdf
CA,,,3,FBA15RJZVZCM,09-24-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,09-24-2020,09-27-2020,56,CS,14,,MGE3,,808 Hog Mountain Road,,Jefferson,GA,30549-2010,,,,,,,,Shipping labels in file package-FBA15RJZVZCM.pdf
CA,,,3,FBA15RJZVZCM,09-24-2020,,,,,,CHM,,,R024-1,,EAN : 8902552050996,,BEST,09-24-2020,09-27-2020,6,CS,6,,MGE3,,808 Hog Mountain Road,,Jefferson,GA,30549-2010,,,,,,,,Shipping labels in file package-FBA15RJZVZCM.pdf
CA,,,3,FBA15RK0W3DR,09-24-2020,,,,,,CHM,,,B025-5,,EAN : 8902552050606,,BEST,09-24-2020,09-27-2020,16,CS,1,,"Amazon.com Services, Inc.",,5000 Commerce Way,,Petersburg,VA,23803-6917,,,,,,,,Shipping labels in file package-FBA15RK0W3DR.pdf
CA,,,3,FBA15RK0W3DR,09-24-2020,,,,,,CHM,,,PM004,,EAN : 8902552051269,,BEST,09-24-2020,09-27-2020,28,CS,14,,"Amazon.com Services, Inc.",,5000 Commerce Way,,Petersburg,VA,23803-6917,,,,,,,,Shipping labels in file package-FBA15RK0W3DR.pdf
CA,,,3,FBA15RK0W3DR,09-24-2020,,,,,,CHM,,,R030-1,,EAN : 8902552051306,,BEST,09-24-2020,09-27-2020,8,CS,8,,"Amazon.com Services, Inc.",,5000 Commerce Way,,Petersburg,VA,23803-6917,,,,,,,,Shipping labels in file package-FBA15RK0W3DR.pdf
CA,,,3,FBA15RK1PLQ3,09-24-2020,,,,,,CHM,,,B001-6,,EAN : 8902552045978,,BEST,09-24-2020,09-27-2020,12,CS,12,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RK1PLQ3.pdf
CA,,,3,FBA15RK1PLQ3,09-24-2020,,,,,,CHM,,,B002-2,,EAN : 8902552045954,,BEST,09-24-2020,09-27-2020,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RK1PLQ3.pdf
CA,,,3,FBA15RK1PLQ3,09-24-2020,,,,,,CHM,,,B002-3,,EAN : 8902552046883,,BEST,09-24-2020,09-27-2020,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RK1PLQ3.pdf
CA,,,3,FBA15RK1PLQ3,09-24-2020,,,,,,CHM,,,B002-6,,EAN : 8902552050583,,BEST,09-24-2020,09-27-2020,6,CS,6,,SMF3,,3923 S B ST,,Stockton,CA,95206-8202,,,,,,,,Shipping labels in file package-FBA15RK1PLQ3.pdf
